matrix,mode,schedule,chunk_size,num_threads,run_number,l1_loads,l1_misses,l1_miss_rate_percent,llc_loads,llc_misses,llc_miss_rate_percent
bcsstk14.mtx,sequential,none,none,1,1,24285654,83665,0.3445,2050,178,8.6829
bcsstk14.mtx,sequential,none,none,1,2,24285654,82874,0.3412,2050,110,5.3659
bcsstk14.mtx,sequential,none,none,1,3,24285655,80375,0.3310,2017,48,2.3798
bcsstk14.mtx,sequential,none,none,1,4,24285654,80271,0.3305,2114,309,14.6168
bcsstk14.mtx,sequential,none,none,1,5,24285652,80862,0.3330,2104,296,14.0684
FEM_3D_thermal2.mtx,sequential,none,none,1,1,2754362484,5095686,0.1850,24993,8820,35.2899
FEM_3D_thermal2.mtx,sequential,none,none,1,2,2754362487,5046800,0.1832,24029,7751,32.2569
FEM_3D_thermal2.mtx,sequential,none,none,1,3,2754362486,4991185,0.1812,25636,7639,29.7979
FEM_3D_thermal2.mtx,sequential,none,none,1,4,2754362486,4979993,0.1808,24335,7888,32.4142
FEM_3D_thermal2.mtx,sequential,none,none,1,5,2754362488,4874610,0.1770,34324,4127,12.0237
pdb1HYS.mtx,sequential,none,none,1,1,1641215589,5086670,0.3099,24968,10156,40.6761
pdb1HYS.mtx,sequential,none,none,1,2,1641215587,5054735,0.3080,24827,10292,41.4549
pdb1HYS.mtx,sequential,none,none,1,3,1641215586,5000904,0.3047,24563,9837,40.0480
pdb1HYS.mtx,sequential,none,none,1,4,1641215587,4997440,0.3045,23291,10100,43.3644
pdb1HYS.mtx,sequential,none,none,1,5,1641215586,4964369,0.3025,24746,10142,40.9844
rajat24.mtx,sequential,none,none,1,1,1520543113,3084962,0.2029,110226,10344,9.3844
rajat24.mtx,sequential,none,none,1,2,1520543109,3165919,0.2082,109581,10674,9.7407
rajat24.mtx,sequential,none,none,1,3,1520543113,3217229,0.2116,108524,10032,9.2440
rajat24.mtx,sequential,none,none,1,4,1520543106,3226089,0.2122,109551,9914,9.0497
rajat24.mtx,sequential,none,none,1,5,1520543110,3181368,0.2092,109044,10368,9.5081
torso1.mtx,sequential,none,none,1,1,6470011122,26538967,0.4102,84404,62419,73.9527
torso1.mtx,sequential,none,none,1,2,6470011123,26802245,0.4143,86733,62199,71.7132
torso1.mtx,sequential,none,none,1,3,6470011122,26899353,0.4158,84827,61510,72.5123
torso1.mtx,sequential,none,none,1,4,6470011122,26616613,0.4114,84366,62055,73.5545
torso1.mtx,sequential,none,none,1,5,6470011122,26498622,0.4096,84828,60973,71.8784
bcsstk14.mtx,parallel,static,1,1,1,24298451,81078,0.3337,2287,309,13.5111
bcsstk14.mtx,parallel,static,1,1,2,24298451,79629,0.3277,2096,59,2.8149
bcsstk14.mtx,parallel,static,1,1,3,24298449,77748,0.3200,2267,14,0.6176
bcsstk14.mtx,parallel,static,1,1,4,24298447,78007,0.3210,2110,24,1.1374
bcsstk14.mtx,parallel,static,1,1,5,24298455,78839,0.3245,2217,36,1.6238
bcsstk14.mtx,parallel,static,1,2,1,24311994,87662,0.3606,4023,19,0.4723
bcsstk14.mtx,parallel,static,1,2,2,24312746,88600,0.3644,4024,20,0.4970
bcsstk14.mtx,parallel,static,1,2,3,24316555,89230,0.3670,3719,41,1.1024
bcsstk14.mtx,parallel,static,1,2,4,24316346,88213,0.3628,3871,39,1.0075
bcsstk14.mtx,parallel,static,1,2,5,24315808,87877,0.3614,3740,28,0.7487
bcsstk14.mtx,parallel,static,1,4,1,24363484,98635,0.4048,9744,5855,60.0883
bcsstk14.mtx,parallel,static,1,4,2,24358708,91070,0.3739,8186,3561,43.5011
bcsstk14.mtx,parallel,static,1,4,3,24356948,94392,0.3875,9512,5633,59.2199
bcsstk14.mtx,parallel,static,1,4,4,24348843,94294,0.3873,9294,5417,58.2849
bcsstk14.mtx,parallel,static,1,4,5,24359614,96102,0.3945,9483,5686,59.9599
bcsstk14.mtx,parallel,static,1,8,1,24417661,98345,0.4028,11756,5797,49.3110
bcsstk14.mtx,parallel,static,1,8,2,24452731,98967,0.4047,11498,5022,43.6772
bcsstk14.mtx,parallel,static,1,8,3,24434604,100210,0.4101,11003,5277,47.9596
bcsstk14.mtx,parallel,static,1,8,4,24451859,99690,0.4077,11143,4479,40.1956
bcsstk14.mtx,parallel,static,1,8,5,24415456,99779,0.4087,11894,5420,45.5692
bcsstk14.mtx,parallel,static,1,16,1,24751956,104594,0.4226,14856,7082,47.6710
bcsstk14.mtx,parallel,static,1,16,2,24660428,102415,0.4153,13951,6273,44.9645
bcsstk14.mtx,parallel,static,1,16,3,24697267,105667,0.4278,14775,7328,49.5973
bcsstk14.mtx,parallel,static,1,16,4,24690265,102579,0.4155,14088,5936,42.1352
bcsstk14.mtx,parallel,static,1,16,5,24722064,103130,0.4172,14823,7232,48.7890
bcsstk14.mtx,parallel,static,1,32,1,25481384,112458,0.4413,18645,8044,43.1429
bcsstk14.mtx,parallel,static,1,32,2,25658043,114719,0.4471,18827,8313,44.1547
bcsstk14.mtx,parallel,static,1,32,3,25519009,112938,0.4426,18776,7698,40.9991
bcsstk14.mtx,parallel,static,1,32,4,25700134,113571,0.4419,18855,6944,36.8284
bcsstk14.mtx,parallel,static,1,32,5,25582430,112070,0.4381,18287,6620,36.2006
bcsstk14.mtx,parallel,static,10,1,1,24291952,79779,0.3284,2182,97,4.4455
bcsstk14.mtx,parallel,static,10,1,2,24291951,78858,0.3246,2181,10,0.4585
bcsstk14.mtx,parallel,static,10,1,3,24291953,77936,0.3208,2135,15,0.7026
bcsstk14.mtx,parallel,static,10,1,4,24291952,77217,0.3179,2198,8,0.3640
bcsstk14.mtx,parallel,static,10,1,5,24291959,78019,0.3212,2102,17,0.8088
bcsstk14.mtx,parallel,static,10,2,1,24304211,80021,0.3292,2902,5,0.1723
bcsstk14.mtx,parallel,static,10,2,2,24305263,80987,0.3332,2837,30,1.0575
bcsstk14.mtx,parallel,static,10,2,3,24304145,79919,0.3288,3020,20,0.6623
bcsstk14.mtx,parallel,static,10,2,4,24308167,81097,0.3336,2932,25,0.8527
bcsstk14.mtx,parallel,static,10,2,5,24306364,82066,0.3376,2965,108,3.6425
bcsstk14.mtx,parallel,static,10,4,1,24349612,84726,0.3480,3869,667,17.2396
bcsstk14.mtx,parallel,static,10,4,2,24345222,83846,0.3444,4569,1706,37.3386
bcsstk14.mtx,parallel,static,10,4,3,24355825,85796,0.3523,4755,1987,41.7876
bcsstk14.mtx,parallel,static,10,4,4,24346921,87043,0.3575,5503,2813,51.1176
bcsstk14.mtx,parallel,static,10,4,5,24350704,84101,0.3454,5084,2176,42.8009
bcsstk14.mtx,parallel,static,10,8,1,24413665,85905,0.3519,4883,1291,26.4387
bcsstk14.mtx,parallel,static,10,8,2,24425365,86562,0.3544,5253,1549,29.4879
bcsstk14.mtx,parallel,static,10,8,3,24418671,87023,0.3564,4994,1142,22.8674
bcsstk14.mtx,parallel,static,10,8,4,24419888,87322,0.3576,5371,1580,29.4172
bcsstk14.mtx,parallel,static,10,8,5,24407952,86872,0.3559,5327,1498,28.1209
bcsstk14.mtx,parallel,static,10,16,1,24690220,89428,0.3622,7051,2095,29.7121
bcsstk14.mtx,parallel,static,10,16,2,24635400,90217,0.3662,7046,2046,29.0378
bcsstk14.mtx,parallel,static,10,16,3,24714816,89043,0.3603,6998,2090,29.8657
bcsstk14.mtx,parallel,static,10,16,4,24634656,91073,0.3697,7134,2221,31.1326
bcsstk14.mtx,parallel,static,10,16,5,24699494,89711,0.3632,6983,2052,29.3857
bcsstk14.mtx,parallel,static,10,32,1,25432053,97259,0.3824,10707,2670,24.9370
bcsstk14.mtx,parallel,static,10,32,2,25659312,95609,0.3726,10063,2444,24.2870
bcsstk14.mtx,parallel,static,10,32,3,25481452,97117,0.3811,10601,2955,27.8747
bcsstk14.mtx,parallel,static,10,32,4,25808897,96713,0.3747,10247,2447,23.8802
bcsstk14.mtx,parallel,static,10,32,5,25612497,95994,0.3748,10127,2448,24.1730
bcsstk14.mtx,parallel,static,100,1,1,24291310,79599,0.3277,2287,39,1.7053
bcsstk14.mtx,parallel,static,100,1,2,24291309,78501,0.3232,2121,22,1.0372
bcsstk14.mtx,parallel,static,100,1,3,24291302,81087,0.3338,2221,133,5.9883
bcsstk14.mtx,parallel,static,100,1,4,24291310,79756,0.3283,2116,40,1.8904
bcsstk14.mtx,parallel,static,100,1,5,24291310,80237,0.3303,2176,31,1.4246
bcsstk14.mtx,parallel,static,100,2,1,24308185,80180,0.3298,2395,24,1.0021
bcsstk14.mtx,parallel,static,100,2,2,24306376,79651,0.3277,2342,6,0.2562
bcsstk14.mtx,parallel,static,100,2,3,24308338,78630,0.3235,2400,17,0.7083
bcsstk14.mtx,parallel,static,100,2,4,24309611,79292,0.3262,2843,607,21.3507
bcsstk14.mtx,parallel,static,100,2,5,24307787,79734,0.3280,2443,21,0.8596
bcsstk14.mtx,parallel,static,100,4,1,24344585,80754,0.3317,3403,527,15.4863
bcsstk14.mtx,parallel,static,100,4,2,24346668,79880,0.3281,3368,537,15.9442
bcsstk14.mtx,parallel,static,100,4,3,24344014,80794,0.3319,3479,1039,29.8649
bcsstk14.mtx,parallel,static,100,4,4,24343094,80740,0.3317,3280,505,15.3963
bcsstk14.mtx,parallel,static,100,4,5,24351331,80573,0.3309,3214,808,25.1400
bcsstk14.mtx,parallel,static,100,8,1,24418995,82914,0.3395,4056,1099,27.0957
bcsstk14.mtx,parallel,static,100,8,2,24427681,83521,0.3419,4241,1127,26.5739
bcsstk14.mtx,parallel,static,100,8,3,24434196,82420,0.3373,4194,1137,27.1102
bcsstk14.mtx,parallel,static,100,8,4,24430253,82784,0.3389,3970,1149,28.9421
bcsstk14.mtx,parallel,static,100,8,5,24405340,81691,0.3347,3982,1003,25.1883
bcsstk14.mtx,parallel,static,100,16,1,24665873,84961,0.3444,5222,1121,21.4669
bcsstk14.mtx,parallel,static,100,16,2,24671136,84757,0.3435,5210,1160,22.2649
bcsstk14.mtx,parallel,static,100,16,3,24662925,85677,0.3474,5271,1238,23.4870
bcsstk14.mtx,parallel,static,100,16,4,24639374,85843,0.3484,5335,1352,25.3421
bcsstk14.mtx,parallel,static,100,16,5,24712159,86026,0.3481,5420,1290,23.8007
bcsstk14.mtx,parallel,static,100,32,1,25574768,89657,0.3506,7730,1361,17.6067
bcsstk14.mtx,parallel,static,100,32,2,25707488,91621,0.3564,7658,1652,21.5722
bcsstk14.mtx,parallel,static,100,32,3,25438265,90010,0.3538,7856,1533,19.5137
bcsstk14.mtx,parallel,static,100,32,4,25665492,91216,0.3554,7811,1439,18.4227
bcsstk14.mtx,parallel,static,100,32,5,25505581,92260,0.3617,7550,1456,19.2848
bcsstk14.mtx,parallel,static,1000,1,1,24291243,78641,0.3237,2173,32,1.4726
bcsstk14.mtx,parallel,static,1000,1,2,24291244,80461,0.3312,2108,11,0.5218
bcsstk14.mtx,parallel,static,1000,1,3,24291242,77789,0.3202,2232,21,0.9409
bcsstk14.mtx,parallel,static,1000,1,4,24291244,81389,0.3351,2286,33,1.4436
bcsstk14.mtx,parallel,static,1000,1,5,24291245,79035,0.3254,2183,28,1.2826
bcsstk14.mtx,parallel,static,1000,2,1,24306132,78228,0.3218,2469,13,0.5265
bcsstk14.mtx,parallel,static,1000,2,2,24306973,79001,0.3250,2358,22,0.9330
bcsstk14.mtx,parallel,static,1000,2,3,24306741,79727,0.3280,2336,19,0.8134
bcsstk14.mtx,parallel,static,1000,2,4,24305948,78971,0.3249,2449,13,0.5308
bcsstk14.mtx,parallel,static,1000,2,5,24305503,78453,0.3228,2343,9,0.3841
bcsstk14.mtx,parallel,static,1000,4,1,24353411,80378,0.3300,2694,146,5.4195
bcsstk14.mtx,parallel,static,1000,4,2,24336830,79851,0.3281,2903,572,19.7038
bcsstk14.mtx,parallel,static,1000,4,3,24344789,79432,0.3263,2706,334,12.3429
bcsstk14.mtx,parallel,static,1000,4,4,24336369,79386,0.3262,2891,487,16.8454
bcsstk14.mtx,parallel,static,1000,4,5,24344054,79318,0.3258,2854,433,15.1717
bcsstk14.mtx,parallel,static,1000,8,1,24434566,81091,0.3319,3445,501,14.5428
bcsstk14.mtx,parallel,static,1000,8,2,24450862,80660,0.3299,3494,620,17.7447
bcsstk14.mtx,parallel,static,1000,8,3,24422700,80417,0.3293,3510,614,17.4929
bcsstk14.mtx,parallel,static,1000,8,4,24447211,81652,0.3340,3451,545,15.7925
bcsstk14.mtx,parallel,static,1000,8,5,24419962,80886,0.3312,3394,579,17.0595
bcsstk14.mtx,parallel,static,1000,16,1,24767901,83874,0.3386,4727,689,14.5758
bcsstk14.mtx,parallel,static,1000,16,2,24677761,82983,0.3363,4283,634,14.8027
bcsstk14.mtx,parallel,static,1000,16,3,24738501,83935,0.3393,4633,636,13.7276
bcsstk14.mtx,parallel,static,1000,16,4,24689801,83934,0.3400,4576,679,14.8383
bcsstk14.mtx,parallel,static,1000,16,5,24743722,82819,0.3347,4623,682,14.7523
bcsstk14.mtx,parallel,static,1000,32,1,25563168,89424,0.3498,7078,869,12.2775
bcsstk14.mtx,parallel,static,1000,32,2,25681412,88613,0.3450,6680,745,11.1527
bcsstk14.mtx,parallel,static,1000,32,3,25579900,89979,0.3518,7182,922,12.8376
bcsstk14.mtx,parallel,static,1000,32,4,25741803,88634,0.3443,7235,802,11.0850
bcsstk14.mtx,parallel,static,1000,32,5,25576838,87649,0.3427,6930,852,12.2944
bcsstk14.mtx,parallel,dynamic,1,1,1,24315016,79019,0.3250,2167,39,1.7997
bcsstk14.mtx,parallel,dynamic,1,1,2,24315023,78864,0.3243,2205,17,0.7710
bcsstk14.mtx,parallel,dynamic,1,1,3,24315023,78247,0.3218,2156,6,0.2783
bcsstk14.mtx,parallel,dynamic,1,1,4,24315023,77592,0.3191,2203,23,1.0440
bcsstk14.mtx,parallel,dynamic,1,1,5,24315021,80268,0.3301,2201,24,1.0904
bcsstk14.mtx,parallel,dynamic,1,2,1,24329935,97538,0.4009,5534,297,5.3668
bcsstk14.mtx,parallel,dynamic,1,2,2,24330658,97907,0.4024,5198,109,2.0970
bcsstk14.mtx,parallel,dynamic,1,2,3,24329254,93672,0.3850,5278,43,0.8147
bcsstk14.mtx,parallel,dynamic,1,2,4,24331309,94113,0.3868,5062,19,0.3753
bcsstk14.mtx,parallel,dynamic,1,2,5,24327478,95789,0.3937,5355,31,0.5789
bcsstk14.mtx,parallel,dynamic,1,4,1,24372277,100985,0.4143,12226,8324,68.0844
bcsstk14.mtx,parallel,dynamic,1,4,2,24354684,100445,0.4124,11930,8037,67.3680
bcsstk14.mtx,parallel,dynamic,1,4,3,24367763,101774,0.4177,11946,7927,66.3569
bcsstk14.mtx,parallel,dynamic,1,4,4,24353958,103675,0.4257,12165,8072,66.3543
bcsstk14.mtx,parallel,dynamic,1,4,5,24370364,100840,0.4138,12149,8094,66.6228
bcsstk14.mtx,parallel,dynamic,1,8,1,24439829,105973,0.4336,14564,6878,47.2260
bcsstk14.mtx,parallel,dynamic,1,8,2,24455232,108235,0.4426,15285,8961,58.6261
bcsstk14.mtx,parallel,dynamic,1,8,3,24451854,107830,0.4410,15836,9371,59.1753
bcsstk14.mtx,parallel,dynamic,1,8,4,24458386,109154,0.4463,15314,9119,59.5468
bcsstk14.mtx,parallel,dynamic,1,8,5,24434174,108409,0.4437,15766,9356,59.3429
bcsstk14.mtx,parallel,dynamic,1,16,1,24719646,114817,0.4645,18033,8817,48.8937
bcsstk14.mtx,parallel,dynamic,1,16,2,24697936,115185,0.4664,19167,9336,48.7087
bcsstk14.mtx,parallel,dynamic,1,16,3,24729864,115569,0.4673,18921,9217,48.7131
bcsstk14.mtx,parallel,dynamic,1,16,4,24658365,114365,0.4638,18344,8719,47.5305
bcsstk14.mtx,parallel,dynamic,1,16,5,24701166,113670,0.4602,18608,8814,47.3667
bcsstk14.mtx,parallel,dynamic,1,32,1,25521465,123541,0.4841,22503,8617,38.2927
bcsstk14.mtx,parallel,dynamic,1,32,2,25830834,120862,0.4679,22674,8526,37.6025
bcsstk14.mtx,parallel,dynamic,1,32,3,25553239,120760,0.4726,22581,8497,37.6290
bcsstk14.mtx,parallel,dynamic,1,32,4,25822266,121510,0.4706,22375,9025,40.3352
bcsstk14.mtx,parallel,dynamic,1,32,5,25524460,120283,0.4712,22402,8788,39.2286
bcsstk14.mtx,parallel,dynamic,10,1,1,24293911,79089,0.3256,2168,43,1.9834
bcsstk14.mtx,parallel,dynamic,10,1,2,24293907,80425,0.3311,2203,69,3.1321
bcsstk14.mtx,parallel,dynamic,10,1,3,24293903,80110,0.3298,2204,97,4.4011
bcsstk14.mtx,parallel,dynamic,10,1,4,24293910,78732,0.3241,2140,42,1.9626
bcsstk14.mtx,parallel,dynamic,10,1,5,24293903,79195,0.3260,2222,34,1.5302
bcsstk14.mtx,parallel,dynamic,10,2,1,24309486,81433,0.3350,3152,17,0.5393
bcsstk14.mtx,parallel,dynamic,10,2,2,24309271,81907,0.3369,3126,14,0.4479
bcsstk14.mtx,parallel,dynamic,10,2,3,24306995,83185,0.3422,3061,43,1.4048
bcsstk14.mtx,parallel,dynamic,10,2,4,24310330,81011,0.3332,3164,27,0.8534
bcsstk14.mtx,parallel,dynamic,10,2,5,24308904,80545,0.3313,3048,13,0.4265
bcsstk14.mtx,parallel,dynamic,10,4,1,24349105,85008,0.3491,4623,1863,40.2985
bcsstk14.mtx,parallel,dynamic,10,4,2,24335783,83109,0.3415,4421,990,22.3931
bcsstk14.mtx,parallel,dynamic,10,4,3,24341432,84022,0.3452,4705,1840,39.1073
bcsstk14.mtx,parallel,dynamic,10,4,4,24336101,85329,0.3506,4850,1889,38.9485
bcsstk14.mtx,parallel,dynamic,10,4,5,24347848,84860,0.3485,4637,1860,40.1121
bcsstk14.mtx,parallel,dynamic,10,8,1,24426535,87270,0.3573,5637,1926,34.1671
bcsstk14.mtx,parallel,dynamic,10,8,2,24450518,87988,0.3599,5606,1786,31.8587
bcsstk14.mtx,parallel,dynamic,10,8,3,24452672,87890,0.3594,5508,1626,29.5207
bcsstk14.mtx,parallel,dynamic,10,8,4,24437542,87335,0.3574,5645,1861,32.9672
bcsstk14.mtx,parallel,dynamic,10,8,5,24433982,86066,0.3522,5297,1471,27.7704
bcsstk14.mtx,parallel,dynamic,10,16,1,24694933,92654,0.3752,7654,2845,37.1701
bcsstk14.mtx,parallel,dynamic,10,16,2,24666740,90651,0.3675,6939,2269,32.6992
bcsstk14.mtx,parallel,dynamic,10,16,3,24736484,92217,0.3728,7400,2284,30.8649
bcsstk14.mtx,parallel,dynamic,10,16,4,24650573,89671,0.3638,7467,2407,32.2352
bcsstk14.mtx,parallel,dynamic,10,16,5,24740815,90995,0.3678,7353,2250,30.5998
bcsstk14.mtx,parallel,dynamic,10,32,1,25604005,98579,0.3850,10275,2548,24.7981
bcsstk14.mtx,parallel,dynamic,10,32,2,25666569,97122,0.3784,10068,2499,24.8212
bcsstk14.mtx,parallel,dynamic,10,32,3,26179550,96878,0.3701,9842,2432,24.7104
bcsstk14.mtx,parallel,dynamic,10,32,4,25807172,98528,0.3818,10359,2520,24.3267
bcsstk14.mtx,parallel,dynamic,10,32,5,25488645,95373,0.3742,9717,2514,25.8722
bcsstk14.mtx,parallel,dynamic,100,1,1,24291806,78970,0.3251,2142,33,1.5406
bcsstk14.mtx,parallel,dynamic,100,1,2,24291806,80262,0.3304,2142,46,2.1475
bcsstk14.mtx,parallel,dynamic,100,1,3,24291806,78992,0.3252,2148,11,0.5121
bcsstk14.mtx,parallel,dynamic,100,1,4,24291806,80335,0.3307,2160,26,1.2037
bcsstk14.mtx,parallel,dynamic,100,1,5,24291801,77909,0.3207,2187,15,0.6859
bcsstk14.mtx,parallel,dynamic,100,2,1,24303081,79336,0.3264,2416,13,0.5381
bcsstk14.mtx,parallel,dynamic,100,2,2,24306496,80266,0.3302,2414,8,0.3314
bcsstk14.mtx,parallel,dynamic,100,2,3,24303384,80163,0.3298,2437,20,0.8207
bcsstk14.mtx,parallel,dynamic,100,2,4,24304123,79334,0.3264,2559,20,0.7816
bcsstk14.mtx,parallel,dynamic,100,2,5,24306013,81983,0.3373,2546,199,7.8162
bcsstk14.mtx,parallel,dynamic,100,4,1,24349959,81128,0.3332,3493,987,28.2565
bcsstk14.mtx,parallel,dynamic,100,4,2,24349084,81466,0.3346,3413,892,26.1354
bcsstk14.mtx,parallel,dynamic,100,4,3,24340359,81811,0.3361,3315,884,26.6667
bcsstk14.mtx,parallel,dynamic,100,4,4,24334342,81493,0.3349,3440,984,28.6047
bcsstk14.mtx,parallel,dynamic,100,4,5,24339491,80498,0.3307,3316,503,15.1689
bcsstk14.mtx,parallel,dynamic,100,8,1,24413294,84838,0.3475,4200,1066,25.3810
bcsstk14.mtx,parallel,dynamic,100,8,2,24419489,82390,0.3374,4188,1049,25.0478
bcsstk14.mtx,parallel,dynamic,100,8,3,24400178,82950,0.3400,4055,1088,26.8311
bcsstk14.mtx,parallel,dynamic,100,8,4,24436556,83618,0.3422,4085,1099,26.9033
bcsstk14.mtx,parallel,dynamic,100,8,5,24441041,83041,0.3398,4299,1090,25.3547
bcsstk14.mtx,parallel,dynamic,100,16,1,24710548,87092,0.3524,5352,1320,24.6637
bcsstk14.mtx,parallel,dynamic,100,16,2,24645629,86737,0.3519,5293,1328,25.0897
bcsstk14.mtx,parallel,dynamic,100,16,3,24707425,84982,0.3440,5075,1103,21.7340
bcsstk14.mtx,parallel,dynamic,100,16,4,24641704,86417,0.3507,5233,1180,22.5492
bcsstk14.mtx,parallel,dynamic,100,16,5,24695466,85177,0.3449,5270,1269,24.0797
bcsstk14.mtx,parallel,dynamic,100,32,1,25522211,92269,0.3615,7402,1628,21.9941
bcsstk14.mtx,parallel,dynamic,100,32,2,25691606,92180,0.3588,7693,1571,20.4212
bcsstk14.mtx,parallel,dynamic,100,32,3,25429547,90491,0.3558,7329,1466,20.0027
bcsstk14.mtx,parallel,dynamic,100,32,4,25568936,92566,0.3620,7530,1463,19.4290
bcsstk14.mtx,parallel,dynamic,100,32,5,25442773,91672,0.3603,7623,1607,21.0809
bcsstk14.mtx,parallel,dynamic,1000,1,1,24291587,79112,0.3257,2168,24,1.1070
bcsstk14.mtx,parallel,dynamic,1000,1,2,24291581,79696,0.3281,2179,30,1.3768
bcsstk14.mtx,parallel,dynamic,1000,1,3,24291586,78269,0.3222,2114,11,0.5203
bcsstk14.mtx,parallel,dynamic,1000,1,4,24291587,78988,0.3252,2151,24,1.1158
bcsstk14.mtx,parallel,dynamic,1000,1,5,24291584,78635,0.3237,2186,12,0.5489
bcsstk14.mtx,parallel,dynamic,1000,2,1,24307705,78695,0.3237,2366,21,0.8876
bcsstk14.mtx,parallel,dynamic,1000,2,2,24308355,78848,0.3244,2325,30,1.2903
bcsstk14.mtx,parallel,dynamic,1000,2,3,24309054,80053,0.3293,2290,26,1.1354
bcsstk14.mtx,parallel,dynamic,1000,2,4,24302805,79334,0.3264,2426,27,1.1129
bcsstk14.mtx,parallel,dynamic,1000,2,5,24303455,79119,0.3255,2445,11,0.4499
bcsstk14.mtx,parallel,dynamic,1000,4,1,24350586,81502,0.3347,3112,558,17.9306
bcsstk14.mtx,parallel,dynamic,1000,4,2,24348794,79289,0.3256,2781,351,12.6214
bcsstk14.mtx,parallel,dynamic,1000,4,3,24337547,79691,0.3274,2896,597,20.6146
bcsstk14.mtx,parallel,dynamic,1000,4,4,24352950,81437,0.3344,2926,606,20.7109
bcsstk14.mtx,parallel,dynamic,1000,4,5,24348584,79173,0.3252,2863,490,17.1149
bcsstk14.mtx,parallel,dynamic,1000,8,1,24426332,80774,0.3307,3367,487,14.4639
bcsstk14.mtx,parallel,dynamic,1000,8,2,24434717,80414,0.3291,3382,508,15.0207
bcsstk14.mtx,parallel,dynamic,1000,8,3,24411783,80617,0.3302,3457,486,14.0584
bcsstk14.mtx,parallel,dynamic,1000,8,4,24432156,82332,0.3370,3552,590,16.6104
bcsstk14.mtx,parallel,dynamic,1000,8,5,24423409,80876,0.3311,3460,565,16.3295
bcsstk14.mtx,parallel,dynamic,1000,16,1,24769607,85087,0.3435,4727,1002,21.1974
bcsstk14.mtx,parallel,dynamic,1000,16,2,24676754,85459,0.3463,4550,864,18.9890
bcsstk14.mtx,parallel,dynamic,1000,16,3,24657495,83273,0.3377,4476,666,14.8794
bcsstk14.mtx,parallel,dynamic,1000,16,4,24694666,83714,0.3390,4477,830,18.5392
bcsstk14.mtx,parallel,dynamic,1000,16,5,24722886,85047,0.3440,4602,925,20.1000
bcsstk14.mtx,parallel,dynamic,1000,32,1,25536828,89321,0.3498,6964,1021,14.6611
bcsstk14.mtx,parallel,dynamic,1000,32,2,25604019,88813,0.3469,6927,1160,16.7461
bcsstk14.mtx,parallel,dynamic,1000,32,3,25437016,89071,0.3502,6978,1085,15.5489
bcsstk14.mtx,parallel,dynamic,1000,32,4,25623895,89038,0.3475,6436,1045,16.2368
bcsstk14.mtx,parallel,dynamic,1000,32,5,25791902,90098,0.3493,7998,1995,24.9437
bcsstk14.mtx,parallel,guided,1,1,1,24291544,79555,0.3275,2140,58,2.7103
bcsstk14.mtx,parallel,guided,1,1,2,24291546,80080,0.3297,2206,38,1.7226
bcsstk14.mtx,parallel,guided,1,1,3,24291535,79391,0.3268,2229,20,0.8973
bcsstk14.mtx,parallel,guided,1,1,4,24291546,78907,0.3248,2166,36,1.6620
bcsstk14.mtx,parallel,guided,1,1,5,24291543,78667,0.3238,2180,34,1.5596
bcsstk14.mtx,parallel,guided,1,2,1,24303982,78817,0.3243,2426,13,0.5359
bcsstk14.mtx,parallel,guided,1,2,2,24307190,81398,0.3349,2540,57,2.2441
bcsstk14.mtx,parallel,guided,1,2,3,24306347,79102,0.3254,2409,13,0.5396
bcsstk14.mtx,parallel,guided,1,2,4,24308462,78717,0.3238,2454,12,0.4890
bcsstk14.mtx,parallel,guided,1,2,5,24303634,78542,0.3232,2433,8,0.3288
bcsstk14.mtx,parallel,guided,1,4,1,24339783,80799,0.3320,3385,874,25.8198
bcsstk14.mtx,parallel,guided,1,4,2,24339688,82082,0.3372,3251,561,17.2562
bcsstk14.mtx,parallel,guided,1,4,3,24344954,80481,0.3306,3367,826,24.5322
bcsstk14.mtx,parallel,guided,1,4,4,24372337,81860,0.3359,3413,879,25.7545
bcsstk14.mtx,parallel,guided,1,4,5,24342190,81048,0.3330,3315,861,25.9729
bcsstk14.mtx,parallel,guided,1,8,1,24406850,83559,0.3424,4377,1133,25.8853
bcsstk14.mtx,parallel,guided,1,8,2,24434785,83910,0.3434,4401,1165,26.4713
bcsstk14.mtx,parallel,guided,1,8,3,24415827,83396,0.3416,4476,1251,27.9491
bcsstk14.mtx,parallel,guided,1,8,4,24421560,84176,0.3447,4538,1103,24.3059
bcsstk14.mtx,parallel,guided,1,8,5,24410267,84774,0.3473,4580,1523,33.2533
bcsstk14.mtx,parallel,guided,1,16,1,24704959,87995,0.3562,6749,2003,29.6785
bcsstk14.mtx,parallel,guided,1,16,2,24668276,89026,0.3609,6482,1880,29.0034
bcsstk14.mtx,parallel,guided,1,16,3,24693367,89488,0.3624,6688,1939,28.9922
bcsstk14.mtx,parallel,guided,1,16,4,24656088,88931,0.3607,6608,1877,28.4050
bcsstk14.mtx,parallel,guided,1,16,5,24698521,90433,0.3661,6623,1877,28.3406
bcsstk14.mtx,parallel,guided,1,32,1,25602146,96166,0.3756,9971,2622,26.2963
bcsstk14.mtx,parallel,guided,1,32,2,25575638,97176,0.3800,10096,2680,26.5452
bcsstk14.mtx,parallel,guided,1,32,3,25548187,98905,0.3871,10520,2819,26.7966
bcsstk14.mtx,parallel,guided,1,32,4,25692247,97524,0.3796,9696,2764,28.5066
bcsstk14.mtx,parallel,guided,1,32,5,25455908,96867,0.3805,9848,2788,28.3103
